Tanggal,Judul Berita,URL,Label,Judul Bersih,Tokenisasi,Jumlah Kata
"Jumat, 12 Jun 2026 10:27 WIB",Beruang Hitam yang Resahkan Kota di Jepang Akhirnya Berhasil Ditangkap,https://travel.detik.com/travel-news/d-8528704/beruang-hitam-yang-resahkan-kota-di-jepang-akhirnya-berhasil-ditangkap,Travel,beruang hitam resah kota jepang akhir hasil tangkap,"['beruang', 'hitam', 'resah', 'kota', 'jepang', 'akhir', 'hasil', 'tangkap']",8
"Jumat, 12 Jun 2026 09:04 WIB","Kopi Jawa Pernah Jadi yang Termahal di Dunia, Ini Kisahnya",https://travel.detik.com/travel-news/d-8528629/kopi-jawa-pernah-jadi-yang-termahal-di-dunia-ini-kisahnya,Travel,kopi jawa pernah jadi mahal dunia kisah,"['kopi', 'jawa', 'pernah', 'jadi', 'mahal', 'dunia', 'kisah']",7
"Jumat, 12 Jun 2026 08:22 WIB",Terpopuler: China Senang Indonesia Bisa Menjaga Harta Nasionalnya,https://travel.detik.com/travel-news/d-8528683/terpopuler-china-senang-indonesia-bisa-menjaga-harta-nasionalnya,Travel,populer china senang indonesia jaga harta nasional,"['populer', 'china', 'senang', 'indonesia', 'jaga', 'harta', 'nasional']",7
"Jumat, 12 Jun 2026 07:12 WIB","Wisata Alam Favorit di Puncak Ini Tetap Ramah Kantong, Tiketnya Tak Naik",https://travel.detik.com/travel-news/d-8528585/wisata-alam-favorit-di-puncak-ini-tetap-ramah-kantong-tiketnya-tak-naik,Travel,wisata alam favorit puncak tetap ramah kantong tiket tak naik,"['wisata', 'alam', 'favorit', 'puncak', 'tetap', 'ramah', 'kantong', 'tiket', 'tak', 'naik']",10
"Jumat, 12 Jun 2026 06:00 WIB","Sudah Ada Pengelola Baru, Kapan Bandung Zoo Buka Lagi?",https://travel.detik.com/travel-news/d-8528583/sudah-ada-pengelola-baru-kapan-bandung-zoo-buka-lagi,Travel,ada kelola baru kapan bandung zoo buka,"['ada', 'kelola', 'baru', 'kapan', 'bandung', 'zoo', 'buka']",7
"Jumat, 12 Jun 2026 05:32 WIB",Cuma Sampai 19 Juni! Menginap di Hotel Bintang 5 Ini Mulai Rp 999 Ribu per Malam,https://travel.detik.com/travel-news/d-8528578/cuma-sampai-19-juni-menginap-di-hotel-bintang-5-ini-mulai-rp-999-ribu-per-malam,Travel,cuma juni inap hotel bintang mulai rp ribu per malam,"['cuma', 'juni', 'inap', 'hotel', 'bintang', 'mulai', 'rp', 'ribu', 'per', 'malam']",10
"Kamis, 11 Jun 2026 22:13 WIB","Piala Dunia 2026 di Depan Mata, Suporter Iran Malah Kehilangan Tiket",https://travel.detik.com/travel-news/d-8527691/piala-dunia-2026-di-depan-mata-suporter-iran-malah-kehilangan-tiket,Travel,piala dunia depan mata suporter iran malah hilang tiket,"['piala', 'dunia', 'depan', 'mata', 'suporter', 'iran', 'malah', 'hilang', 'tiket']",9
"Kamis, 11 Jun 2026 21:11 WIB","Sejarah Candi Losari, Terkubur 1.000 Tahun Akibat Letusan Gunung Merapi",https://travel.detik.com/travel-news/d-8527687/sejarah-candi-losari-terkubur-1-000-tahun-akibat-letusan-gunung-merapi,Travel,sejarah candi losari kubur tahun akibat letus gunung rapi,"['sejarah', 'candi', 'losari', 'kubur', 'tahun', 'akibat', 'letus', 'gunung', 'rapi']",9
"Kamis, 11 Jun 2026 20:10 WIB","Toronto, Tuan Rumah Piala Dunia Itu Punya Kompleks Wisata Belanja Bawah Tanah Terbesar",https://travel.detik.com/international-destination/d-8527553/toronto-tuan-rumah-piala-dunia-itu-punya-kompleks-wisata-belanja-bawah-tanah-terbesar,Travel,toronto tuan rumah piala dunia punya kompleks wisata belanja bawah tanah besar,"['toronto', 'tuan', 'rumah', 'piala', 'dunia', 'punya', 'kompleks', 'wisata', 'belanja', 'bawah', 'tanah', 'besar']",12
"Kamis, 11 Jun 2026 19:07 WIB","Tak Diajak Timnas Spanyol ke Piala Dunia 2026, Dean Huijsen Liburan ke Bali",https://travel.detik.com/travel-news/d-8527614/tak-diajak-timnas-spanyol-ke-piala-dunia-2026-dean-huijsen-liburan-ke-bali,Travel,tak ajak timnas spanyol piala dunia dean huijsen libur bal,"['tak', 'ajak', 'timnas', 'spanyol', 'piala', 'dunia', 'dean', 'huijsen', 'libur', 'bal']",10
"Kamis, 11 Jun 2026 18:12 WIB",Tradisi Perang Pandan Jadi Magnet Penarik Wisatawan,https://travel.detik.com/travel-news/d-8527637/tradisi-perang-pandan-jadi-magnet-penarik-wisatawan,Travel,tradisi perang pandan jadi magnet tarik wisatawan,"['tradisi', 'perang', 'pandan', 'jadi', 'magnet', 'tarik', 'wisatawan']",7
"Kamis, 11 Jun 2026 18:00 WIB",Ikon Piala Dunia Axolotl Memicu Perdebatan soal Kelestarian Satwa,https://travel.detik.com/fototravel/d-8527835/ikon-piala-dunia-axolotl-memicu-perdebatan-soal-kelestarian-satwa,Travel,ikon piala dunia axolotl picu debat soal lestari satwa,"['ikon', 'piala', 'dunia', 'axolotl', 'picu', 'debat', 'soal', 'lestari', 'satwa']",9
"Kamis, 11 Jun 2026 17:07 WIB","Wajib Cobain Kuliner yang Khas dari Manado, Nasi Jaha",https://travel.detik.com/travel-news/d-8527604/wajib-cobain-kuliner-yang-khas-dari-manado-nasi-jaha,Travel,wajib cobain kuliner khas manado nasi jaha,"['wajib', 'cobain', 'kuliner', 'khas', 'manado', 'nasi', 'jaha']",7
"Kamis, 11 Jun 2026 16:45 WIB",5 Rekomendasi Wahana Seru dan Info Tiket Ibarbo Park Terbaru 2026,https://travel.detik.com/domestic-destination/d-8528004/5-rekomendasi-wahana-seru-dan-info-tiket-ibarbo-park-terbaru-2026,Travel,rekomendasi wahana seru info tiket ibarbo park baru,"['rekomendasi', 'wahana', 'seru', 'info', 'tiket', 'ibarbo', 'park', 'baru']",8
"Kamis, 11 Jun 2026 16:12 WIB","Bukit Sempana Sembalun Terbakar Hebat, Pendaki Dievakuasi-Pendakian Ditutup",https://travel.detik.com/travel-news/d-8527549/bukit-sempana-sembalun-terbakar-hebat-pendaki-dievakuasi-pendakian-ditutup,Travel,bukit sempana sembalun bakar hebat daki evakuasi daki tutup,"['bukit', 'sempana', 'sembalun', 'bakar', 'hebat', 'daki', 'evakuasi', 'daki', 'tutup']",9
"Kamis, 11 Jun 2026 15:06 WIB","Healing Tipis-tipis, 5 Tips Staycation di Kotamu",https://travel.detik.com/travel-tips/d-8527538/healing-tipis-tipis-5-tips-staycation-di-kotamu,Travel,healing tipis tipis tips staycation kota,"['healing', 'tipis', 'tipis', 'tips', 'staycation', 'kota']",6
"Kamis, 11 Jun 2026 14:41 WIB","Faunaland Kuasai Pengelolaan Bandung Zoo Selama 26 Tahun, Ini Kesepakatannya",https://travel.detik.com/travel-news/d-8527565/faunaland-kuasai-pengelolaan-bandung-zoo-selama-26-tahun-ini-kesepakatannya,Travel,faunaland kuasa kelola bandung zoo lama tahun sepakat,"['faunaland', 'kuasa', 'kelola', 'bandung', 'zoo', 'lama', 'tahun', 'sepakat']",8
"Kamis, 11 Jun 2026 14:00 WIB","Adu Prediksi Satwa Jelang Piala Dunia, Gajah hingga Kapibara Pilih Tim Favorit",https://travel.detik.com/fototravel/d-8527288/adu-prediksi-satwa-jelang-piala-dunia-gajah-hingga-kapibara-pilih-tim-favorit,Travel,adu prediksi satwa jelang piala dunia gajah hingga kapibara pilih tim favorit,"['adu', 'prediksi', 'satwa', 'jelang', 'piala', 'dunia', 'gajah', 'hingga', 'kapibara', 'pilih', 'tim', 'favorit']",12
"Kamis, 11 Jun 2026 13:00 WIB",Begini Panduan Kesehatan untuk Wisatawan Selama Piala Dunia 2026,https://travel.detik.com/travel-news/d-8527464/begini-panduan-kesehatan-untuk-wisatawan-selama-piala-dunia-2026,Travel,begini pandu sehat wisatawan lama piala dunia,"['begini', 'pandu', 'sehat', 'wisatawan', 'lama', 'piala', 'dunia']",7
"Kamis, 11 Jun 2026 12:07 WIB","Bakal Ada Wisata Peternakan di BSD City, Dairyland Dibuka Akhir 2028",https://travel.detik.com/domestic-destination/d-8527411/bakal-ada-wisata-peternakan-di-bsd-city-dairyland-dibuka-akhir-2028,Travel,bakal wisata terna bsd city dairyland buka akhir,"['bakal', 'wisata', 'terna', 'bsd', 'city', 'dairyland', 'buka', 'akhir']",8
"Kamis, 11 Jun 2026 11:14 WIB",Piala Dunia 2026 Diprediksi Datangkan 180 Ribu Wisatawan untuk Amerika Serikat,https://travel.detik.com/travel-news/d-8527313/piala-dunia-2026-diprediksi-datangkan-180-ribu-wisatawan-untuk-amerika-serikat,Travel,piala dunia prediksi datang ribu wisatawan amerika serikat,"['piala', 'dunia', 'prediksi', 'datang', 'ribu', 'wisatawan', 'amerika', 'serikat']",8
"Kamis, 11 Jun 2026 10:02 WIB",Pesan Farhan untuk Pengelola Baru Bandung Zoo: Satwa Harus Makin Sejahtera,https://travel.detik.com/travel-news/d-8527173/pesan-farhan-untuk-pengelola-baru-bandung-zoo-satwa-harus-makin-sejahtera,Travel,pesan farhan kelola baru bandung zoo satwa makin sejahtera,"['pesan', 'farhan', 'kelola', 'baru', 'bandung', 'zoo', 'satwa', 'makin', 'sejahtera']",9
"Kamis, 11 Jun 2026 09:20 WIB",Maskapai Mau Kunci Bagasi Kabin untuk Keselamatan Penumpang,https://travel.detik.com/travel-news/d-8527123/maskapai-mau-kunci-bagasi-kabin-untuk-keselamatan-penumpang,Travel,maskapai mau kunci bagasi kabin selamat tumpang,"['maskapai', 'mau', 'kunci', 'bagasi', 'kabin', 'selamat', 'tumpang']",7
"Kamis, 11 Jun 2026 08:02 WIB",Video: Indonesia Dipuji China Terkait Konservasi Panda Raksasa!,https://20.detik.com/detikupdate/20260611-260611052/video-indonesia-dipuji-china-terkait-konservasi-panda-raksasa,Travel,video indonesia puji china kait konservasi panda raksasa,"['video', 'indonesia', 'puji', 'china', 'kait', 'konservasi', 'panda', 'raksasa']",8
"Kamis, 11 Jun 2026 07:11 WIB","Visa Ditolak AS, Wasit Somalia Batal Tugas di Piala Dunia 2026",https://travel.detik.com/travel-news/d-8527036/visa-ditolak-as-wasit-somalia-batal-tugas-di-piala-dunia-2026,Travel,visa tolak as wasit somalia batal tugas piala dunia,"['visa', 'tolak', 'as', 'wasit', 'somalia', 'batal', 'tugas', 'piala', 'dunia']",9
"Kamis, 11 Jun 2026 06:15 WIB",Jelajah 16 Kota Tuan Rumah Piala Dunia 2026,https://travel.detik.com/infografis/d-8526621/jelajah-16-kota-tuan-rumah-piala-dunia-2026,Travel,jelajah kota tuan rumah piala dunia,"['jelajah', 'kota', 'tuan', 'rumah', 'piala', 'dunia']",6
"Kamis, 11 Jun 2026 05:27 WIB","Kalau Budget Bukan Jadi Masalah, Mau Liburan ke Mana?",https://travel.detik.com/travel-news/d-8526174/kalau-budget-bukan-jadi-masalah-mau-liburan-ke-mana,Travel,kalau budget bukan jadi masalah mau libur mana,"['kalau', 'budget', 'bukan', 'jadi', 'masalah', 'mau', 'libur', 'mana']",8
"Kamis, 11 Jun 2026 05:00 WIB","Staycation Mewah Rp 999 Ribu di Surabaya, Bisa Nikmati Sky Beach Club Viral di Lantai 28",https://travel.detik.com/travel-news/d-8526088/staycation-mewah-rp-999-ribu-di-surabaya-bisa-nikmati-sky-beach-club-viral-di-lantai-28,Travel,staycation mewah rp ribu surabaya nikmat sky beach club viral lantai,"['staycation', 'mewah', 'rp', 'ribu', 'surabaya', 'nikmat', 'sky', 'beach', 'club', 'viral', 'lantai']",11
"Rabu, 10 Jun 2026 22:22 WIB","Musim Kemarau Tetap Bisa Liburan, Ini 4 Jenis Wisata yang Cocok di Alam",https://travel.detik.com/domestic-destination/d-8526289/musim-kemarau-tetap-bisa-liburan-ini-4-jenis-wisata-yang-cocok-di-alam,Travel,musim kemarau tetap libur jenis wisata cocok alam,"['musim', 'kemarau', 'tetap', 'libur', 'jenis', 'wisata', 'cocok', 'alam']",8
"Rabu, 10 Jun 2026 21:10 WIB",Terungkap Sudah Fungsi Kepingan Emas yang Ditemukan di Candi Losari,https://travel.detik.com/travel-news/d-8526377/terungkap-sudah-fungsi-kepingan-emas-yang-ditemukan-di-candi-losari,Travel,ungkap fungsi keping emas temu candi losari,"['ungkap', 'fungsi', 'keping', 'emas', 'temu', 'candi', 'losari']",7
"Rabu, 10 Jun 2026 20:36 WIB","Video: Cerita Baru Kerbau 'Donald Trump' di Kebun Binatang, Pakai Kipas Angin",https://20.detik.com/detikupdate/20260610-260610098/video-cerita-baru-kerbau-donald-trump-di-kebun-binatang-pakai-kipas-angin,Travel,video cerita baru kerbau donald trump kebun binatang pakai kipas angin,"['video', 'cerita', 'baru', 'kerbau', 'donald', 'trump', 'kebun', 'binatang', 'pakai', 'kipas', 'angin']",11
"Rabu, 10 Jun 2026 20:31 WIB",2 Elang Jawa Mengudara Lagi dengan Bebas di Langit Megamendung,https://travel.detik.com/travel-news/d-8526854/2-elang-jawa-mengudara-lagi-dengan-bebas-di-langit-megamendung,Travel,elang jawa udara dengan bebas langit megamendung,"['elang', 'jawa', 'udara', 'dengan', 'bebas', 'langit', 'megamendung']",7
"Rabu, 10 Jun 2026 20:10 WIB",Pertunjukan Gamelan Bali Memukau Bule-bule di San Francisco,https://travel.detik.com/travel-news/d-8526412/pertunjukan-gamelan-bali-memukau-bule-bule-di-san-francisco,Travel,tunjuk gamelan bal pukau bule bule san francisco,"['tunjuk', 'gamelan', 'bal', 'pukau', 'bule', 'bule', 'san', 'francisco']",8
"Rabu, 10 Jun 2026 19:15 WIB","Faunaland Sah Jadi Pengelola Bandung Zoo, Wajib Bayar Rp 4,3 M ke Pemkot",https://travel.detik.com/travel-news/d-8526736/faunaland-sah-jadi-pengelola-bandung-zoo-wajib-bayar-rp-4-3-m-ke-pemkot,Travel,faunaland sah jadi kelola bandung zoo wajib bayar rp m pemkot,"['faunaland', 'sah', 'jadi', 'kelola', 'bandung', 'zoo', 'wajib', 'bayar', 'rp', 'm', 'pemkot']",11
"Rabu, 10 Jun 2026 19:00 WIB",Saat Destinasi Wisata Kehilangan Keramaian Pengunjung,https://travel.detik.com/fototravel/d-8525907/saat-destinasi-wisata-kehilangan-keramaian-pengunjung,Travel,destinasi wisata hilang ramai unjung,"['destinasi', 'wisata', 'hilang', 'ramai', 'unjung']",5
"Rabu, 10 Jun 2026 18:08 WIB",2 Pesawat Misterius di PTDI Mau Disulap Jadi Wahana Edukasi,https://travel.detik.com/travel-news/d-8526202/2-pesawat-misterius-di-ptdi-mau-disulap-jadi-wahana-edukasi,Travel,pesawat misterius ptdi mau sulap jadi wahana edukasi,"['pesawat', 'misterius', 'ptdi', 'mau', 'sulap', 'jadi', 'wahana', 'edukasi']",8
"Rabu, 10 Jun 2026 17:46 WIB",Mengenal Rote Ndao di Ujung Paling Selatan Indonesia dan Masalahnya,https://travel.detik.com/travel-news/d-8526679/mengenal-rote-ndao-di-ujung-paling-selatan-indonesia-dan-masalahnya,Travel,kenal rote ndao ujung paling selatan indonesia masalah,"['kenal', 'rote', 'ndao', 'ujung', 'paling', 'selatan', 'indonesia', 'masalah']",8
"Rabu, 10 Jun 2026 17:31 WIB",Si Kecil Mau Merasakan Salju Pertama Kali? Trans Snow World Bekasi Punya Promonya,https://travel.detik.com/domestic-destination/d-8526526/si-kecil-mau-merasakan-salju-pertama-kali-trans-snow-world-bekasi-punya-promonya,Travel,si kecil mau rasa salju pertama kali trans snow world bekas punya promonya,"['si', 'kecil', 'mau', 'rasa', 'salju', 'pertama', 'kali', 'trans', 'snow', 'world', 'bekas', 'punya', 'promonya']",13
"Rabu, 10 Jun 2026 17:00 WIB",Kota Tua Terus Dibangun Saat Wisata Indonesia Menguat,https://travel.detik.com/fototravel/d-8526152/kota-tua-terus-dibangun-saat-wisata-indonesia-menguat,Travel,kota tua terus bangun wisata indonesia kuat,"['kota', 'tua', 'terus', 'bangun', 'wisata', 'indonesia', 'kuat']",7
"Rabu, 10 Jun 2026 16:08 WIB","Filipina Diguncang Gempa 7,8 M, Tempat Wisatanya Tutup Sementara",https://travel.detik.com/travel-news/d-8526276/filipina-diguncang-gempa-7-8-m-tempat-wisatanya-tutup-sementara,Travel,filipina guncang gempa m tempat wisata tutup,"['filipina', 'guncang', 'gempa', 'm', 'tempat', 'wisata', 'tutup']",7
"Rabu, 10 Jun 2026 15:10 WIB","Viral Pendaki Wanita Gunung Merbabu Dilecehkan Pemandu, Diraba-raba di Tenda",https://travel.detik.com/travel-news/d-8526080/viral-pendaki-wanita-gunung-merbabu-dilecehkan-pemandu-diraba-raba-di-tenda,Travel,viral daki wanita gunung merbabu leceh pandu raba raba tenda,"['viral', 'daki', 'wanita', 'gunung', 'merbabu', 'leceh', 'pandu', 'raba', 'raba', 'tenda']",10
"Rabu, 10 Jun 2026 14:44 WIB","Liburan Bareng Keluarga Makin Seru, Hemat Diskon 20% Pakai Allo PayLater",https://travel.detik.com/travel-news/d-8525873/liburan-bareng-keluarga-makin-seru-hemat-diskon-20-pakai-allo-paylater,Travel,libur bareng keluarga makin seru hemat diskon pakai allo paylater,"['libur', 'bareng', 'keluarga', 'makin', 'seru', 'hemat', 'diskon', 'pakai', 'allo', 'paylater']",10
"Rabu, 10 Jun 2026 14:38 WIB",Video: Bayi Gajah Lahir dari Indukan Ria di Tesso Nilo,https://20.detik.com/detikupdate/20260610-260610077/video-bayi-gajah-lahir-dari-indukan-ria-di-tesso-nilo,Travel,video bayi gajah lahir indu ria tesso nilo,"['video', 'bayi', 'gajah', 'lahir', 'indu', 'ria', 'tesso', 'nilo']",8
"Rabu, 10 Jun 2026 14:10 WIB","Tarif Penerbangan Termurah di Kawasan Asia, Ada yang Cuma Rp 144 Ribu!",https://travel.detik.com/travel-news/d-8525644/tarif-penerbangan-termurah-di-kawasan-asia-ada-yang-cuma-rp-144-ribu,Travel,tarif terbang murah kawasan asia yang cuma rp ribu,"['tarif', 'terbang', 'murah', 'kawasan', 'asia', 'yang', 'cuma', 'rp', 'ribu']",9
"Rabu, 10 Jun 2026 13:03 WIB","Antavaya Travel Fiesta 2026 Hadir di Seluruh Cabang, Diskon 20%",https://travel.detik.com/travel-news/d-8525865/antavaya-travel-fiesta-2026-hadir-di-seluruh-cabang-diskon-20,Travel,antavaya travel fiesta hadir seluruh cabang diskon,"['antavaya', 'travel', 'fiesta', 'hadir', 'seluruh', 'cabang', 'diskon']",7
"Rabu, 10 Jun 2026 12:40 WIB",Video: Asyik! Masuk Ancol dan Ragunan Gratis pada 27-28 Juni,https://20.detik.com/detikupdate/20260610-260610068/video-asyik-masuk-ancol-dan-ragunan-gratis-pada-27-28-juni,Travel,video asyik masuk ancol ragunan gratis juni,"['video', 'asyik', 'masuk', 'ancol', 'ragunan', 'gratis', 'juni']",7
"Rabu, 10 Jun 2026 12:14 WIB",Klinik Kecantikan Jadi Magnet Baru Turis Datang ke Korea Selatan,https://travel.detik.com/travel-news/d-8525605/klinik-kecantikan-jadi-magnet-baru-turis-datang-ke-korea-selatan,Travel,klinik cantik jadi magnet baru turis datang korea selatan,"['klinik', 'cantik', 'jadi', 'magnet', 'baru', 'turis', 'datang', 'korea', 'selatan']",9
"Rabu, 10 Jun 2026 11:04 WIB","Bali dan Meksiko Punya Sejarah Panjang, Berawal dari Pelukis Terkenal Dunia",https://travel.detik.com/travel-news/d-8525577/bali-dan-meksiko-punya-sejarah-panjang-berawal-dari-pelukis-terkenal-dunia,Travel,bal meksiko punya sejarah panjang awal peluk kenal dunia,"['bal', 'meksiko', 'punya', 'sejarah', 'panjang', 'awal', 'peluk', 'kenal', 'dunia']",9
"Rabu, 10 Jun 2026 10:25 WIB",Perempuan Iran Gowes Ribuan Kilometer Keliling Asia Demi Misi Perdamaian,https://travel.detik.com/travel-news/d-8525544/perempuan-iran-gowes-ribuan-kilometer-keliling-asia-demi-misi-perdamaian,Travel,perempuan iran gowes ribu kilometer keliling asia misi damai,"['perempuan', 'iran', 'gowes', 'ribu', 'kilometer', 'keliling', 'asia', 'misi', 'damai']",9
"Rabu, 10 Jun 2026 09:19 WIB","Sejarah Kelam di Bawah Kota Seattle, Tuan Rumah Piala Dunia 2026",https://travel.detik.com/international-destination/d-8525547/sejarah-kelam-di-bawah-kota-seattle-tuan-rumah-piala-dunia-2026,Travel,sejarah kelam bawah kota seattle tuan rumah piala dunia,"['sejarah', 'kelam', 'bawah', 'kota', 'seattle', 'tuan', 'rumah', 'piala', 'dunia']",9
"Rabu, 10 Jun 2026 08:11 WIB",Terpopuler: Gunung Bromo Diselumuti Salju,https://travel.detik.com/travel-news/d-8525536/terpopuler-gunung-bromo-diselumuti-salju,Travel,populer gunung bromo lumut salju,"['populer', 'gunung', 'bromo', 'lumut', 'salju']",5
"Rabu, 10 Jun 2026 07:25 WIB",Pendakian Gunung Slamet Dibuka Lagi Setelah Tutup 2 Bulan,https://travel.detik.com/travel-news/d-8525503/pendakian-gunung-slamet-dibuka-lagi-setelah-tutup-2-bulan,Travel,daki gunung slamet buka telah tutup bulan,"['daki', 'gunung', 'slamet', 'buka', 'telah', 'tutup', 'bulan']",7
"Rabu, 10 Jun 2026 06:18 WIB","Hotel-hotel Mewah Dubai Meratap, Jual Kemewahan dengan Diskon 50%",https://travel.detik.com/travel-news/d-8525071/hotel-hotel-mewah-dubai-meratap-jual-kemewahan-dengan-diskon-50,Travel,hotel hotel mewah dubai ratap jual mewah diskon,"['hotel', 'hotel', 'mewah', 'dubai', 'ratap', 'jual', 'mewah', 'diskon']",8
"Rabu, 10 Jun 2026 05:02 WIB",Mau Staycation Premium? Ini Kesempatan Menginap di Trans Luxury Hotel Surabaya,https://travel.detik.com/travel-news/d-8525125/mau-staycation-premium-ini-kesempatan-menginap-di-trans-luxury-hotel-surabaya,Travel,mau staycation premium sempat inap trans luxury hotel surabaya,"['mau', 'staycation', 'premium', 'sempat', 'inap', 'trans', 'luxury', 'hotel', 'surabaya']",9
"Selasa, 09 Jun 2026 22:00 WIB","Mengintip Empat Bayi Harimau Sumatera, Harapan Baru Konservasi Satwa Langka",https://travel.detik.com/fototravel/d-8524548/mengintip-empat-bayi-harimau-sumatera-harapan-baru-konservasi-satwa-langka,Travel,intip empat bayi harimau sumatera harap baru konservasi satwa langka,"['intip', 'empat', 'bayi', 'harimau', 'sumatera', 'harap', 'baru', 'konservasi', 'satwa', 'langka']",10
"Selasa, 09 Jun 2026 21:28 WIB",Katedral Gotik UNESCO Ini Tak Lagi Gratis,https://travel.detik.com/travel-news/d-8525253/katedral-gotik-unesco-ini-tak-lagi-gratis,Travel,katedral gotik unesco tak gratis,"['katedral', 'gotik', 'unesco', 'tak', 'gratis']",5
"Selasa, 09 Jun 2026 20:35 WIB","China Puas, Kontrak Panda Raksasa di Indonesia Berpeluang Diperpanjang",https://travel.detik.com/travel-news/d-8525249/china-puas-kontrak-panda-raksasa-di-indonesia-berpeluang-diperpanjang,Travel,china puas kontrak panda raksasa indonesia peluang panjang,"['china', 'puas', 'kontrak', 'panda', 'raksasa', 'indonesia', 'peluang', 'panjang']",8
"Selasa, 09 Jun 2026 19:01 WIB","Wisatawan Terseret Ombak Saat Foto di Apparalang, Polisi Tutup Lokasi Wisata",https://travel.detik.com/travel-news/d-8525118/wisatawan-terseret-ombak-saat-foto-di-apparalang-polisi-tutup-lokasi-wisata,Travel,wisatawan seret ombak foto apparalang polisi tutup lokasi wisata,"['wisatawan', 'seret', 'ombak', 'foto', 'apparalang', 'polisi', 'tutup', 'lokasi', 'wisata']",9
"Selasa, 09 Jun 2026 18:02 WIB","Libur Sekolah Bulan Juni, Ini Aktivitas yang Dijamin Bikin Anak Nggak Mau Pulang",https://travel.detik.com/domestic-destination/d-8524975/libur-sekolah-bulan-juni-ini-aktivitas-yang-dijamin-bikin-anak-nggak-mau-pulang,Travel,libur sekolah bulan juni aktivitas jamin bikin anak mau pulang,"['libur', 'sekolah', 'bulan', 'juni', 'aktivitas', 'jamin', 'bikin', 'anak', 'mau', 'pulang']",10
"Selasa, 09 Jun 2026 17:28 WIB",Guadalajara Jadi Kota Termurah untuk Wisata Piala Dunia 2026,https://travel.detik.com/travel-news/d-8524837/guadalajara-jadi-kota-termurah-untuk-wisata-piala-dunia-2026,Travel,guadalajara jadi kota murah wisata piala dunia,"['guadalajara', 'jadi', 'kota', 'murah', 'wisata', 'piala', 'dunia']",7
"Selasa, 09 Jun 2026 17:22 WIB",China Senang Indonesia Bisa Menjaga Harta Nasionalnya,https://travel.detik.com/travel-news/d-8524960/china-senang-indonesia-bisa-menjaga-harta-nasionalnya,Travel,china senang indonesia jaga harta nasional,"['china', 'senang', 'indonesia', 'jaga', 'harta', 'nasional']",6
"Selasa, 09 Jun 2026 17:00 WIB",Mural Piala Dunia 2026 Warnai Permukiman Warga di Jayapura,https://travel.detik.com/fototravel/d-8524141/mural-piala-dunia-2026-warnai-permukiman-warga-di-jayapura,Travel,mural piala dunia warna mukim warga jayapura,"['mural', 'piala', 'dunia', 'warna', 'mukim', 'warga', 'jayapura']",7
"Selasa, 09 Jun 2026 16:54 WIB","Funtastic June Deals Trans Studio Cibubur, Promo Seru untuk Kamu dan Keluarga!",https://travel.detik.com/travel-news/d-8524894/funtastic-june-deals-trans-studio-cibubur-promo-seru-untuk-kamu-dan-keluarga,Travel,funtastic june deals trans studio cibubur promo seru kamu keluarga,"['funtastic', 'june', 'deals', 'trans', 'studio', 'cibubur', 'promo', 'seru', 'kamu', 'keluarga']",10
"Selasa, 09 Jun 2026 16:07 WIB",Lion Air dan Super Air Jet Tepis Soal Isu Tak Sediakan Bagasi Gratis Lagi,https://travel.detik.com/travel-news/d-8524782/lion-air-dan-super-air-jet-tepis-soal-isu-tak-sediakan-bagasi-gratis-lagi,Travel,lion air super air jet tepis soal isu tak sedia bagasi gratis,"['lion', 'air', 'super', 'air', 'jet', 'tepis', 'soal', 'isu', 'tak', 'sedia', 'bagasi', 'gratis']",12
"Selasa, 09 Jun 2026 15:27 WIB","Kebijakannya Mempermudah Turis, Pemerintah Jepang Habis Dikritik Warlok",https://travel.detik.com/travel-news/d-8524542/kebijakannya-mempermudah-turis-pemerintah-jepang-habis-dikritik-warlok,Travel,bijak mudah turis perintah jepang habis kritik warlok,"['bijak', 'mudah', 'turis', 'perintah', 'jepang', 'habis', 'kritik', 'warlok']",8
"Selasa, 09 Jun 2026 14:15 WIB",Ini Aturan Berkunjung ke Between Two Gates biar Wisatawan Tak Ganggu Warga,https://travel.detik.com/travel-news/d-8524522/ini-aturan-berkunjung-ke-between-two-gates-biar-wisatawan-tak-ganggu-warga,Travel,atur kunjung between two gates biar wisatawan tak ganggu warga,"['atur', 'kunjung', 'between', 'two', 'gates', 'biar', 'wisatawan', 'tak', 'ganggu', 'warga']",10
"Selasa, 09 Jun 2026 13:06 WIB","20 Tahun Lamanya Pesawat Ini Terparkir di PT DI, Pemiliknya Masih Misterius",https://travel.detik.com/travel-news/d-8524302/20-tahun-lamanya-pesawat-ini-terparkir-di-pt-di-pemiliknya-masih-misterius,Travel,tahun lama pesawat parkir pt milik misterius,"['tahun', 'lama', 'pesawat', 'parkir', 'pt', 'milik', 'misterius']",7
"Selasa, 09 Jun 2026 12:12 WIB","Kanada Jadi Tuan Rumah Piala Dunia 2026, Ini Fakta-fakta Menariknya",https://travel.detik.com/international-destination/d-8524198/kanada-jadi-tuan-rumah-piala-dunia-2026-ini-fakta-fakta-menariknya,Travel,kanada jadi tuan rumah piala dunia fakta fakta tarik,"['kanada', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fakta', 'fakta', 'tarik']",9
